email,nps,survey_year,primary_category,gender,age,total_sessions,follower_count,w2_active,m2_active,genres_books,genres_screenpla,genres_podcasts,first_app_open_d,user_type
1060,10,24,TV/Movies,Male,45-54,58,0,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
1061,5,24,TV/Movies,Male,35-44,130,6,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
1062,5,24,Books,Female,25-34,12,0,TRUE,FALSE,"[""Fantasy"",""High Fantasy"",""Comedy"",""Humor"",""Science Fiction"",""Historical Fiction"",""Classics"",""Whodunit"",""Cooking""]",undefined,undefined,2022-04-04T17:19:08,app_user
1063,8,24,TV/Movies,Female,35-44,171,0,TRUE,FALSE,"[""Romance"",""Young Adult"",""True Crime""]","[""Comedy"",""Romance"",""Crime"",""Family Friendly"",""Tearjerkers""]","[""True Crime"",""Comedy"",""Relationship""]",2021-01-01T06:03:05,app_user
1064,6,24,Books,Male,55-64,null,null,null,null,null,null,null,null,newsletter
1065,9,24,TV/Movies,Male,25-34,8,0,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
1066,4,24,Books,Male,65+,45,0,FALSE,TRUE,"[""Thriller"",""Mystery""]",undefined,undefined,undefined,app_user
1067,7,24,"TV/Movies, Books, Podcasts",Female,35-44,49,0,TRUE,TRUE,"[""Fantasy"",""Magic"",""Dark Fantasy"",""Epic Fantasy"",""Romance"",""Romantic Comedies"",""Teen Romance"",""Young Adult"",""Thriller"",""Shocking Twists"",""Psychological Thrillers"",""Mystery"",""Spy Thrillers"",""Historical Fiction"",""Classics"",""True Crime"",""Tearjerkers"",""Memoirs""]","[""Comedy"",""Romantic Comedy"",""Romance"",""Teen Romance"",""Drama"",""Family Dramas"",""Tearjerkers"",""Teen"",""Crime"",""High School"",""Fantasy"",""Thriller"",""Suspense"",""Shocking Twists"",""Psychological Thrillers"",""Mystery"",""Family Friendly"",""Disney"",""Music"",""Reality"",""Reality Dating"",""Home Improvement"",""Documentary"",""Competition"",""Food""]",undefined,undefined,app_user
1068,8,24,Books,Female,55-64,42,1,FALSE,TRUE,undefined,"[""Comedy"",""British Comedy"",""Dark Comedy"",""Crime"",""True Crime"",""Superheroes"",""Comic Book Adaptations"",""Marvel"",""Thriller"",""Suspense"",""Shocking Twists"",""Psychological Thrillers"",""Mystery"",""Science Fiction"",""Dystopian"",""Action & Adventure"",""Documentary"",""Reality"",""Docuseries"",""Whodunit"",""Political"",""Biopic""]",undefined,2021-07-20T05:11:42,app_user
1069,10,24,"TV/Movies, Books",Female,45-54,303,0,TRUE,TRUE,"[""Memoirs"",""Cooking"",""Comedy"",""Humor"",""Classics"",""Historical Fiction"",""Whodunit"",""Thriller"",""Shocking Twists"",""Psychological Thrillers""]","[""Comedy"",""Romantic Comedy"",""Dark Comedy"",""Drama"",""Family Dramas"",""Courtroom Dramas"",""Reality"",""Reality Dating"",""Competition"",""Whodunit"",""Romance"",""Crime"",""Teen"",""Thriller"",""Action & Adventure"",""Music"",""Documentary"",""Workplace Comedy"",""British Comedy"",""British Dramas"",""True Crime"",""Dark Crime"",""Vigilante"",""High School"",""Teen Romance"",""Suspense"",""Shocking Twists"",""Psychological Thrillers"",""Mystery"",""Action"",""Adventure"",""Home Improvement"",""Food"",""Docuseries""]",undefined,2022-01-03T19:14:51,app_user
1070,9,24,TV/Movies,Female,45-54,225,19,FALSE,FALSE,undefined,undefined,"[""Comedy"",""Crime"",""Science & Technology"",""History"",""Pop Culture"",""Business""]",2020-04-18T17:40:37,app_user
1071,7,24,"TV/Movies, Books",Female,65+,null,null,null,null,null,null,null,null,newsletter
1072,10,24,"TV/Movies, Books",Female,55-64,175,0,TRUE,TRUE,"[""Comedy"",""Thriller"",""Humor"",""Comedian"",""Shocking Twists"",""Psychological Thrillers"",""Spy Thrillers"",""Classics"",""Horror"",""True Crime"",""Self Help"",""Whodunit"",""Cooking"",""Psychology"",""Holiday Cookbooks"",""Memoirs"",""Sports"",""Mental Health"",""Tearjerkers"",""Science Fiction"",""Mystery"",""Motivation"",""Romance"",""Romantic Comedies"",""Business"",""Entrepreneurship"",""Young Adult"",""Coming of Age"",""Paranormal"",""Slasher"",""British Classics"",""Cookbooks"",""LGBTQ+""]","[""Comedy"",""Romantic Comedy"",""Workplace Comedy"",""Stoner Comedy"",""Dark Comedy"",""Spoofs and Mockumentaries"",""Adult Cartoon"",""Romance"",""Drama"",""Family Dramas"",""Tearjerkers"",""Courtroom Dramas"",""Crime"",""True Crime"",""Dark Crime"",""Heists"",""Vigilante"",""Thriller"",""Superheroes"",""Suspense"",""Marvel"",""Comic Book Adaptations"",""British Comedy"",""British Dramas""]","[""Comedy"",""Comedian"",""Crime"",""True Crime"",""Unsolved Crime"",""TV & Movies"",""Relationship"",""Love"",""Dating"",""Music"",""Celebrities"",""Pop Culture"",""Society & Culture"",""Fiction"",""History"",""Health & Fitness"",""Health"",""Fitness"",""Mental Health"",""Self Help"",""Beauty"",""Meditation"",""Parenting"",""News"",""Interviews"",""Politics"",""Sports"",""Science & Technology"",""Basketball"",""Science"",""Technology"",""Football"",""Business"",""Family Friendly"",""Entrepreneurs"",""Kids""]",2021-08-03T20:50:55,app_user
1073,9,24,"TV/Movies, Books, Podcasts",Female,65+,454,0,TRUE,FALSE,"[""Romance"",""Romantic Comedies"",""Comedy"",""Humor"",""Tearjerkers"",""Self Help"",""Memoirs"",""Comedian""]","[""Comedy"",""Romantic Comedy"",""Drama"",""Music"",""Reality"",""Competition"",""Food"",""Documentary"",""Biopic"",""Family Dramas""]","[""Comedy"",""TV & Movies"",""Relationship"",""Pop Culture"",""Celebrities"",""Interviews""]",2021-03-28T12:39:33,app_user
1074,4,24,TV/Movies,Male,35-44,59,0,TRUE,TRUE,"[""Self Help"",""Psychology"",""True Crime"",""Motivation"",""Mental Health"",""Thriller"",""Shocking Twists""]","[""Horror"",""Black Cinema"",""Romance"",""Comedy"",""Romantic Comedy"",""Slasher"",""Music""]",undefined,undefined,app_user
1075,8,24,TV/Movies,Female,55-64,31,0,TRUE,FALSE,"[""Romance"",""Historical Fiction"",""True Crime"",""Memoirs"",""Whodunit"",""Classics"",""Leadership""]","[""Drama"",""Courtroom Dramas"",""Period Dramas"",""True Crime"",""Documentary"",""Docuseries"",""Comedy"",""Romantic Comedy"",""Workplace Comedy"",""Romance"",""British Dramas""]",undefined,2020-12-20T08:58:16,app_user
1076,6,24,"Books, Podcasts",Female,35-44,39,0,FALSE,FALSE,undefined,"[""Comedy"",""Romance"",""Crime"",""True Crime"",""Dark Comedy"",""British Comedy"",""Workplace Comedy"",""Romantic Comedy"",""Teen Romance"",""Drama"",""British Dramas"",""Courtroom Dramas"",""Thriller"",""Suspense"",""Action & Adventure"",""Action""]","[""Comedy"",""Crime"",""True Crime"",""Interviews""]",2020-08-14T17:56:42,app_user
1077,5,24,TV/Movies,Female,65+,undefined,undefined,FALSE,FALSE,undefined,"[""Comedy"",""Western"",""Action & Adventure"",""Crime"",""Superheroes"",""Thriller"",""Reality"",""Survival"",""Documentary"",""Romantic Comedy"",""Workplace Comedy"",""True Crime"",""Heists"",""Vigilante"",""Marvel"",""Mystery"",""Spy Thrillers"",""Suspense"",""Action"",""Adventure"",""Competition"",""Home Improvement"",""Post Apocalyptic""]",undefined,undefined,app_user
1078,3,24,"TV/Movies, Books, Podcasts",Female,25-34,24,0,FALSE,FALSE,undefined,undefined,"[""Crime""]",2020-01-19T08:17:06,app_user
1079,7,24,Books,Male,18-24,139,0,TRUE,TRUE,"[""Fantasy"",""Dark Fantasy"",""High Fantasy"",""Magic"",""Science Fiction"",""Outer Space"",""Historical Fiction""]","[""Horror"",""Science Fiction"",""Supernatural"",""Slasher"",""Robots"",""Outer Space"",""Alien"",""Anime""]",undefined,undefined,app_user
1080,7,24,TV/Movies,Female,35-44,24,0,FALSE,FALSE,undefined,undefined,undefined,2020-03-12T14:14:11,app_user
1081,10,24,"TV/Movies, Books, Podcasts",Female,45-54,null,null,null,null,null,null,null,null,newsletter
1082,6,24,"TV/Movies, Podcasts",Female,18-24,undefined,undefined,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
1083,7,24,Books,Female,45-54,97,86,TRUE,TRUE,"[""Thriller"",""Psychological Thrillers"",""Horror"",""Paranormal"",""Science Fiction"",""True Crime"",""Shocking Twists""]",undefined,"[""Comedy"",""Fiction"",""Science & Technology"",""Science"",""Technology"",""Comedian""]",undefined,app_user
1084,7,24,"TV/Movies, Books, Podcasts",Female,55-64,undefined,undefined,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
1085,8,24,"Books, Podcasts",Female,25-34,31,0,TRUE,FALSE,"[""Romance"",""Historical Fiction"",""True Crime"",""Whodunit""]",undefined,undefined,2021-03-23T10:20:07,app_user
1086,10,24,"TV/Movies, Books",Male,65+,63,0,FALSE,FALSE,undefined,undefined,undefined,2019-11-19T07:50:15,app_user
1087,9,24,"Books, Podcasts",Female,25-34,null,null,null,null,null,null,null,null,newsletter
1088,7,24,"TV/Movies, Books",Female,35-44,1203,52,FALSE,TRUE,"[""Fantasy"",""Magic"",""High Fantasy"",""Urban Fantasy"",""Epic Fantasy"",""Romance"",""Teen Romance"",""Romantic Comedies"",""Young Adult"",""Coming of Age"",""Comedy"",""Humor"",""Science Fiction"",""Dystopian Fiction"",""Time Travel"",""Historical Fiction"",""Classics"",""Whodunit""]","[""Comedy"",""Romantic Comedy"",""Adult Cartoon"",""Fantasy"",""Magic"",""Epic Fantasy"",""Superheroes"",""Marvel"",""Family Friendly"",""Disney"",""Anime"",""Whodunit"",""Documentary"",""Docuseries"",""Teen"",""Science Fiction"",""Time Travel"",""Action & Adventure""]","[""Comedy"",""Pop Culture"",""Family Friendly"",""History"",""Society & Culture"",""TV & Movies""]",undefined,app_user
1089,3,24,"TV/Movies, Books",Female,65+,40,2,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
1090,8,24,TV/Movies,Female,55-64,521,155,TRUE,TRUE,undefined,undefined,undefined,undefined,app_user
1091,10,24,TV/Movies,Female,55-64,600,0,TRUE,FALSE,undefined,"[""Comedy"",""Romantic Comedy"",""Workplace Comedy"",""British Comedy"",""Dark Comedy"",""Spoofs and Mockumentaries"",""Romance"",""Drama"",""British Dramas"",""Period Dramas"",""Courtroom Dramas"",""Tearjerkers"",""Family Dramas"",""Teen"",""Superheroes"",""Comic Book Adaptations"",""Marvel"",""Thriller"",""Suspense"",""Psychological Thrillers"",""Mystery"",""Spy Thrillers"",""Shocking Twists"",""Horror"",""Family Friendly"",""Supernatural"",""Sitcoms"",""Science Fiction"",""Outer Space"",""Zombie"",""Dystopian"",""Alien"",""Time Travel"",""Anime"",""Action & Adventure"",""Action"",""Music"",""Documentary"",""Reality"",""Competition"",""Food"",""Home Improvement"",""Docuseries"",""Sports"",""Baseball"",""Football"",""War"",""Whodunit"",""Political"",""Biopic""]",undefined,undefined,app_user
1092,6,24,"TV/Movies, Books, Podcasts",Female,55-64,484,5,TRUE,TRUE,"[""Thriller"",""Shocking Twists"",""Psychological Thrillers"",""Mystery"",""Historical Fiction""]","[""Drama"",""Thriller"",""Horror"",""Science Fiction"",""Action & Adventure""]","[""Crime"",""True Crime"",""Unsolved Crime"",""Pop Culture"",""History"",""Relationship""]",2021-07-10T03:53:00,app_user
1093,8,24,TV/Movies,Female,55-64,undefined,undefined,FALSE,FALSE,undefined,"[""Comedy"",""Romance"",""Drama"",""Crime"",""Superheroes"",""Thriller"",""Horror"",""Black Cinema"",""Action & Adventure"",""Music"",""Romantic Comedy"",""Workplace Comedy"",""Courtroom Dramas"",""Tearjerkers"",""Heists"",""Marvel"",""Suspense"",""Psychological Thrillers"",""Shocking Twists"",""Mystery"",""Supernatural""]",undefined,undefined,app_user
1094,10,24,TV/Movies,Female,35-44,96,3,FALSE,FALSE,"[""Romance"",""Romantic Comedies"",""Self Help"",""Mental Health"",""Cooking"",""Cookbooks"",""Holiday Cookbooks"",""Memoirs"",""Comedy"",""Comedian""]","[""Romance"",""Comedy"",""Romantic Comedy"",""Family Friendly"",""Sitcoms"",""Action & Adventure"",""Action"",""Documentary"",""Adventure"",""Reality"",""Drama"",""British Dramas"",""Family Dramas"",""Workplace Comedy"",""Spoofs and Mockumentaries"",""Stoner Comedy""]","[""Comedy"",""TV & Movies"",""Comedian"",""Relationship"",""Pop Culture"",""Celebrities"",""Science & Technology"",""Science"",""Family Friendly"",""Kids"",""Parenting"",""Interviews"",""Society & Culture""]",2022-09-16T10:16:45,app_user
1095,5,24,Books,Female,25-34,25,0,FALSE,FALSE,undefined,undefined,undefined,2020-04-21T06:42:09,app_user
1096,9,24,TV/Movies,Female,25-34,undefined,undefined,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
1097,10,24,"TV/Movies, Books",Female,45-54,65,0,TRUE,FALSE,"[""Fantasy"",""Young Adult"",""Horror"",""True Crime""]",undefined,"[""Comedy"",""Crime"",""True Crime"",""Unsolved Crime"",""TV & Movies"",""Music"",""Celebrities"",""Science & Technology"",""Science"",""Technology""]",2020-07-09T17:21:04,app_user
1098,5,24,"TV/Movies, Books, Podcasts",Female,25-34,null,null,null,null,null,null,null,null,newsletter
1099,8,24,Books,Female,35-44,95,0,TRUE,TRUE,"[""Fantasy"",""Magic"",""Romance"",""Young Adult"",""Science Fiction""]","[""Romance"",""Comedy"",""Romantic Comedy"",""Drama"",""Fantasy"",""Magic"",""Epic Fantasy"",""Science Fiction"",""Action & Adventure"",""Crime"",""Family Dramas""]",undefined,undefined,app_user
1100,3,24,"TV/Movies, Books, Podcasts",Female,45-54,23,6,TRUE,TRUE,undefined,"[""Comedy"",""Romantic Comedy"",""British Comedy"",""Dark Comedy"",""Spoofs and Mockumentaries"",""Romance"",""Drama"",""Teen Romance"",""British Dramas"",""Family Dramas"",""Period Dramas"",""Courtroom Dramas"",""Tearjerkers"",""Crime"",""Dark Crime"",""True Crime"",""Heists"",""Vigilante"",""Teen"",""High School"",""Fantasy"",""Epic Fantasy"",""Magic"",""Mind Bending"",""Superheroes"",""Thriller"",""Marvel"",""Comic Book Adaptations"",""Suspense"",""Shocking Twists"",""Psychological Thrillers"",""Mystery"",""Spy Thrillers"",""Family Friendly"",""Disney"",""Science Fiction"",""Outer Space"",""Time Travel"",""Black Cinema"",""Action & Adventure"",""Action"",""Adventure"",""Music"",""Reality"",""Reality Dating"",""Competition"",""Food"",""Documentary"",""Survival"",""Docuseries"",""War"",""Whodunit"",""Western"",""Political"",""Biopic"",""Outlaw Western"",""Workplace Comedy"",""Stoner Comedy"",""Sports"",""Football"",""Baseball"",""Basketball"",""Martial Arts"",""Boxing""]","[""Interviews"",""TV & Movies"",""Celebrities"",""History"",""News""]",undefined,app_user
1101,8,24,TV/Movies,Female,25-34,13,1,FALSE,FALSE,"[""Thriller"",""Shocking Twists"",""Psychological Thrillers"",""Science Fiction"",""Dystopian Fiction"",""Memoirs"",""Young Adult"",""Coming of Age"",""Tearjerkers"",""Mystery"",""Comedy"",""Humor"",""Comedian"",""Time Travel"",""Classics"",""Poetry""]","[""Comedy"",""Romantic Comedy"",""Workplace Comedy"",""British Comedy"",""Dark Comedy"",""Crime"",""Heists"",""Fantasy"",""Thriller"",""Shocking Twists"",""Psychological Thrillers"",""Suspense"",""Science Fiction"",""Dystopian"",""Time Travel"",""Outer Space"",""Robots"",""Action & Adventure"",""Action"",""Reality"",""Documentary"",""Docuseries"",""Whodunit"",""Reality Dating"",""Home Improvement"",""Competition"",""Food""]","[""Comedy"",""Comedian"",""Pop Culture"",""Celebrities"",""Interviews""]",2022-04-26T21:26:16,app_user
1102,9,24,TV/Movies,Male,65+,468,14,TRUE,TRUE,undefined,"[""Drama"",""Courtroom Dramas"",""Tearjerkers"",""Crime"",""Thriller"",""Family Friendly"",""Suspense"",""Psychological Thrillers"",""Mystery"",""Shocking Twists"",""Spy Thrillers"",""Reality"",""Music"",""Family Dramas"",""Comedy"",""Whodunit""]",undefined,2022-06-25T14:54:59,app_user
1103,10,24,TV/Movies,Female,35-44,1524,0,FALSE,FALSE,"[""Comedy"",""Romance"",""Young Adult"",""Romantic Comedies"",""Teen Romance"",""Science Fiction"",""Dystopian Fiction""]","[""Comedy"",""Romance"",""Family Friendly"",""Crime"",""Music"",""Science Fiction"",""Teen"",""War"",""Drama""]","[""Celebrities"",""Comedy"",""Parenting"",""Pop Culture"",""TV & Movies""]",2020-10-06T19:20:30,app_user
1104,8,24,"TV/Movies, Books",Female,45-54,274,0,TRUE,TRUE,"[""Thriller"",""Shocking Twists"",""Psychological Thrillers"",""Spy Thrillers"",""Mystery"",""Historical Fiction"",""Memoirs"",""World War 2"",""True Crime"",""Tearjerkers""]","[""Comedy"",""Romantic Comedy"",""Workplace Comedy"",""Family Friendly"",""Sitcoms"",""British Comedy"",""Drama"",""Family Dramas"",""Tearjerkers"",""Crime"",""True Crime""]",undefined,2022-03-25T19:50:38,app_user
1105,0,24,"TV/Movies, Books, Podcasts",Female,65+,undefined,undefined,FALSE,FALSE,undefined,"[""Political"",""Drama"",""Documentary"",""British Dramas"",""Courtroom Dramas""]",undefined,undefined,app_user
1106,7,24,Books,Female,45-54,294,0,TRUE,TRUE,"[""Historical Fiction"",""True Crime"",""Whodunit"",""Comedy"",""Humor"",""Thriller"",""Mystery"",""Shocking Twists"",""Psychological Thrillers"",""Young Adult""]","[""Comedy"",""Dark Comedy"",""Action & Adventure"",""Western"",""Outlaw Western"",""Thriller"",""Mystery"",""Shocking Twists"",""British Comedy""]","[""Comedy"",""Crime"",""True Crime"",""Unsolved Crime"",""Fiction""]",2021-11-02T07:49:46,app_user
1107,8,24,TV/Movies,Female,65+,undefined,undefined,FALSE,FALSE,undefined,"[""Drama"",""Crime"",""Thriller"",""British Dramas"",""Period Dramas"",""Courtroom Dramas"",""Psychological Thrillers"",""Mystery"",""Dark Crime"",""Suspense""]",undefined,undefined,app_user
1108,8,24,"TV/Movies, Books",Female,35-44,undefined,undefined,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
1109,6,24,Books,Female,35-44,293,2,TRUE,TRUE,"[""Fantasy"",""Magic"",""Dark Fantasy"",""Romance"",""Romantic Comedies"",""Teen Romance"",""Young Adult"",""Comedy"",""Science Fiction"",""Comedian"",""Dystopian Fiction"",""Time Travel"",""Outer Space"",""Historical Fiction"",""LGBTQ+"",""Self Help"",""Motivation"",""Psychology"",""Cooking"",""Holiday Cookbooks"",""Cookbooks"",""Memoirs"",""Children's Books"",""Horror"",""Paranormal"",""Humor""]","[""Comedy"",""Romantic Comedy"",""Workplace Comedy"",""British Comedy"",""Dark Comedy"",""Spoofs and Mockumentaries"",""Adult Cartoon"",""Romance"",""Superheroes"",""Fantasy"",""Magic"",""Comic Book Adaptations"",""Marvel"",""Thriller"",""Suspense"",""Shocking Twists"",""Psychological Thrillers"",""Mystery"",""Horror"",""Supernatural"",""Family Friendly"",""Sitcoms"",""Disney"",""Science Fiction"",""Outer Space"",""Time Travel"",""Robots"",""Zombie"",""Dystopian"",""Alien"",""Black Cinema"",""Action & Adventure"",""Action"",""Adventure"",""Documentary"",""LGBTQ+"",""Mind Bending"",""Teen"",""Epic Fantasy""]","[""TV & Movies"",""News"",""Politics"",""Health & Fitness"",""Health"",""Mental Health"",""Self Help"",""Meditation""]",undefined,app_user
1110,9,24,"TV/Movies, Books",Female,55-64,46,3,FALSE,FALSE,"[""Thriller"",""Mystery"",""Historical Fiction"",""Shocking Twists"",""True Crime""]","[""Comedy"",""Romantic Comedy"",""British Comedy"",""Dark Comedy"",""Workplace Comedy"",""Thriller"",""Drama"",""Shocking Twists"",""Psychological Thrillers"",""Black Cinema"",""Music"",""Documentary"",""Reality"",""Docuseries"",""Mystery""]",undefined,2022-10-30T04:08:29,app_user
1111,5,24,TV/Movies,Female,65+,undefined,undefined,FALSE,FALSE,undefined,"[""Drama"",""Crime"",""Thriller"",""Reality"",""Documentary"",""Whodunit"",""British Dramas"",""Period Dramas"",""Courtroom Dramas"",""True Crime"",""Suspense"",""Shocking Twists"",""Psychological Thrillers"",""Mystery"",""Competition"",""Home Improvement"",""Food"",""Docuseries""]",undefined,undefined,app_user
1112,10,24,TV/Movies,Male,25-34,3339,832,TRUE,TRUE,undefined,"[""Comedy"",""Romantic Comedy"",""Workplace Comedy"",""Drama"",""Period Dramas"",""Crime"",""Heists"",""Teen"",""Fantasy"",""Teen Romance"",""High School"",""Epic Fantasy"",""Superheroes"",""Marvel"",""Comic Book Adaptations"",""Science Fiction"",""Outer Space"",""Time Travel"",""Robots"",""Alien"",""Dystopian"",""Action & Adventure"",""Action"",""Adventure"",""Western"",""Outlaw Western"",""War"",""British Comedy"",""Dark Comedy"",""Romance"",""Vigilante"",""Mind Bending"",""Thriller"",""Spy Thrillers"",""Suspense"",""Psychological Thrillers"",""Mystery"",""Political""]","[""TV & Movies"",""Comedy"",""Comedian"",""Music"",""Pop Culture""]",undefined,app_user
1113,3,24,"TV/Movies, Books, Podcasts",Male,55-64,63,1,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
1114,9,24,TV/Movies,Male,65+,85,0,FALSE,FALSE,undefined,undefined,undefined,2020-01-30T16:16:01,app_user
